name,Price,Processor Brand,Processor Name,RAM,SSD Capacity,Graphic Processor,Screen Size,Screen Resolution,Additional Features,user rating,simulated_reviews
"Asus Vivobook 15 Core I3 10Th Gen - (8 Gb/1 Tb Hdd/Windows 11 Home) X515Ja-Bq302W Thin And Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg)",309.9,Intel,Core I3,8.0,,Intel Integrated Uhd,39.62 cm (15.6 inch),1920 x 1080 Pixel,37 WHrs Li-ion Battery,3.8,This laptop has the following features: 37 whrs li-ion battery. Users find it reliable and suitable for its intended purpose.
"Asus Core I5 11Th Gen - (16 Gb/512 Gb Ssd/Windows 11 Home) K513Ea-L513Ws Laptop  (15.6 Inch, Silver, With Ms Office)",679.49,Intel,Core I5,16.0,512.0,Intel Integrated Intel,39.62 cm (15.6 inch),1080*1920 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Hp Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 11 Home/2 Gb Graphics) 15S-Du3519Tx Thin And Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With Ms Office)",649.9,Intel,Core I5,8.0,512.0,Nvidia Geforce Mx450,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"41 Wh Li-ion, Support battery fast charge",4.3,"This laptop has the following features: 41 wh li-ion, support battery fast charge. Users find it reliable and suitable for its intended purpose."
"Hp Pavilion Ryzen 7 Octa Core 5825U - (16 Gb/512 Gb Ssd/Windows 11 Home) 14-Ec1008Au Thin And Light Laptop  (14 Inch, Natural Silver, 1.41 Kg, With Ms Office)",719.99,Amd,Ryzen 7 Octa Core,16.0,512.0,Amd Radeon Amd,35.56 cm (14 inch),1920 x 1080 Pixel,43 Wh Li-ion Battery,4.3,This laptop has the following features: 43 wh li-ion battery. Users find it reliable and suitable for its intended purpose.
"Hp Pavilion Ryzen 5 Hexa Core 5625U - (16 Gb/512 Gb Ssd/Windows 11 Home) 14-Ec1019Au Thin And Light Laptop  (14 Inch, Natural Silver, 1.41 Kg, With Ms Office)",629.0,Amd,Ryzen 5 Hexa Core,16.0,512.0,Amd Radeon Amd,35.56 cm (14 inch),1920 x 1080 Pixel,43 Wh Li-ion Battery,4.3,This laptop has the following features: 43 wh li-ion battery. Users find it reliable and suitable for its intended purpose.
"Asus Core I5 11Th Gen - (8 Gb/1 Tb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Rtx Rtx3050-4G) Fx516Pcz-Hn090T Gaming Laptop  (15.6 Inch, White)",789.0,Intel,Core I5,8.0,1024.0,Nvidia Geforce Rtx Rtx3050-4G,39.62 cm (15.6 inch),1080*1920 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Acer Celeron Dual Core - (4 Gb/256 Gb Ssd/Windows 11 Home) Tmb311-31 Notebook  (11.6 Inch, Black, 1.4 Kg)",249.9,Intel,Celeron Dual Core,4.0,256.0,Intel Integrated Uhd Graphics 600,29.46 cm (11.6 Inch),1366 x 768 Pixels,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Acer Celeron Dual Core - (4 Gb/128 Gb Ssd/Windows 11 Home) Tmb311-31 Notebook  (11.6 Inch, Black, 1.4 Kg)",239.9,Intel,Celeron Dual Core,4.0,128.0,Intel Integrated Uhd Graphics 600,29.46 cm (11.6 Inch),1366 x 768 Pixels,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Acer Nitro 5 Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 11 Home/4 Gb Graphics/Nvidia Geforce Gtx 1650) An515-57 Gaming Laptop  (15.6 Inch, Shale Black, 2.2 Kg)",649.9,Intel,Core I5,8.0,512.0,Nvidia Geforce Gtx 1650,39.62 cm (15.6 inch),1920 x 1080 Pixel,"57.5 Wh 4-cell Li-ion battery ,Compatible with Cortana with Voice",4.3,"This laptop has the following features: 57.5 wh 4-cell li-ion battery ,compatible with cortana with voice. Users find it reliable and suitable for its intended purpose."
"Asus Vivobook 14 (2021) Celeron Dual Core - (4 Gb/256 Gb Ssd/Windows 11 Home) X415Ma-Bv011W Thin And Light Laptop  (14 Inch, Transparent Silver, 1.60 Kg)",259.9,Intel,Celeron Dual Core,4.0,256.0,Intel Integrated Uhd,35.56 cm (14 inch),1366 x 768 Pixel,No additional features provided.,4.1,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Acer Aspire 3 Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 11 Home) A315-58 Thin And Light Laptop  (15.6 Inch, Pure Silver, 1.7 Kg, With Ms Office)",498.9,Intel,Core I5,8.0,512.0,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),1920 x 1080 Pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Acer Nitro 5 Core I7 12Th Gen - (16 Gb/1 Tb Hdd/512 Gb Ssd/Windows 11 Home/4 Gb Graphics/Nvidia Geforce Rtx 3050 Ti) An515-58 Gaming Laptop  (15.6 Inch, Shale Black, 2.6 Kg)",1099.9,Intel,Core I7,16.0,512.0,Nvidia Geforce Rtx 3050 Ti,39.62 cm (15.6 inch),1920 x 1080 Pixel,"57.5 Wh 4-cell Li-ion battery ,Compatible with Cortana with Voice",4.3,"This laptop has the following features: 57.5 wh 4-cell li-ion battery ,compatible with cortana with voice. Users find it reliable and suitable for its intended purpose."
"Hp Pavilion Gaming Ryzen 5 Hexa Core 5600H - (8 Gb/512 Gb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Rtx 3050 Ti) 15-Ec2048Ax Gaming Laptop  (15.6 Inch, Shadow Black, 1.98 Kg, With Ms Office)",781.9,Amd,Ryzen 5 Hexa Core,8.0,512.0,Nvidia Geforce Rtx 3050 Ti,39.62 cm (15.6 Inch),1920 x 1080 Pixel,52.5 Wh Li-ion Polymer Battery,4.3,This laptop has the following features: 52.5 wh li-ion polymer battery. Users find it reliable and suitable for its intended purpose.
"Hp Omen Core I7 12Th Gen - (16 Gb/1 Tb Ssd/Windows 11 Home/4 Gb Graphics) 16-B1351Tx Laptop  (16.1 Inch, Shadow Black, 2.32 Kg, With Ms Office)",1299.8,Intel,Core I7,16.0,1024.0,Nvidia Geforce Rtx 3050 Ti,40.89 cm (16.1 inch),1920 x 1080 PIxel,"70 Wh Li-ion polymer, Support battery fast charge",4.3,"This laptop has the following features: 70 wh li-ion polymer, support battery fast charge. Users find it reliable and suitable for its intended purpose."
"Lenovo Thinkbook 15 Core I3 11Th Gen - (8 Gb/512 Gb Ssd/Windows 10 Home) Thinkbook 15 Notebook  (15.6 Inch, Minral Grey, 1.9 Kg)",539.9,Intel,Core I3,8.0,512.0,Intel Integrated Intel Uhd,39.62 cm (15.6 inch),1920 X 1080 pixel,FPR,4.3,This laptop has the following features: fpr. Users find it reliable and suitable for its intended purpose.
"Asus Ryzen 5 Quad Core 3Rd Gen - (8 Gb/512 Gb Ssd/Windows 11 Home) M515Da-Bq512Ws Thin And Light Laptop  (15.6 Inch, Transparent Silver, With Ms Office)",449.0,Amd,Ryzen 5 Quad Core,8.0,512.0,Amd Radeon,39.62 cm (15.6 inch),720x1080 FHD LCD pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Inspiron Pentium Quad Core - (8 Gb/256 Gb Ssd/Windows 11 Home) Inspiron 3521 Thin And Light Laptop  (15.6 Inch, Platinum Silver, 1.8 Kg, With Ms Office)",368.9,Intel,Pentium Quad Core,8.0,256.0,Intel Integrated Uhd,39.62 cm (15.6 inch),1366 x 768 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Asus Core I5 11Th Gen - (8 Gb/1 Tb Hdd/256 Gb Ssd/Windows 11 Home) K513Ea-L501Ws Laptop  (15.6 Inch, Hearty Gold, With Ms Office)",665.0,Intel,Core I5,8.0,256.0,Intel Integrated Intel Hd,39.62 cm (15.6 inch),1080*1920 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Asus Ryzen 7 Quad Core 10Th Gen - (16 Gb/512 Gb Ssd/Windows 11 Home/4 Gb Graphics/Amd Radeon Rtx3050- 4Gb) G513Ic-Hn023Ws Gaming Laptop  (15.6 Inch, Gray, With Ms Office)",895.9,Amd,Ryzen 7 Quad Core,16.0,512.0,Amd Radeon Rtx3050- 4Gb,39.62 cm (15.6 inch),1080*1920 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Vostro 5000 Series Ryzen 5 Quad Core Ryzen 5-5625U - (16 Gb/512 Gb Ssd/Windows 10 Home) Vostro 5625 Thin And Light Laptop  (16 Inch, Titan Grey, 1.9 Kg, With Ms Office)",689.0,Amd,Ryzen 5 Quad Core,16.0,512.0,Amd Radeon Intgrated,40.64 cm (16 inch),1920 x 1200$$Pixels pixel,"Thin And Light Laptop, Big screen. Major reliability",4.3,"This laptop has the following features: thin and light laptop, big screen. major reliability. Users find it reliable and suitable for its intended purpose."
"Dell G15 Core I5 11Th Gen - (16 Gb/512 Gb Ssd/Windows 10/4 Gb Graphics/Nvidia Geforce Rtx 3050Ti) G15-5511 Gaming Laptop  (15.6 Inch, Dark Shadow Grey, 2.4 Kg, With Ms Office)",924.9,Intel,Core I5,16.0,512.0,Nvidia Geforce Rtx 3050Ti,39.62 cm (15.6 Inch),1920 x 1080 Pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Asus Tuf Gaming F15 Core I7 12Th Gen - (16 Gb/512 Gb Ssd/Windows 11 Home/4 Gb Graphics/Nvidia Geforce Rtx 3050 Ti) Fx577Ze-Hn056W Gaming Laptop  (15.6 Inch, Jaeger Gray, 2.20 Kg)",1169.9,Intel,Core I7,16.0,512.0,Nvidia Geforce Rtx 3050 Ti,39.62 cm (15.6 inch),1920 x 1080 Pixel,90 WHrs Li-ion Battery,4.3,This laptop has the following features: 90 whrs li-ion battery. Users find it reliable and suitable for its intended purpose.
"Asus Rog Strix Scar 17 Core I9 12Th Gen - (32 Gb/1 Tb Ssd/Windows 11 Home/8 Gb Graphics/Nvidia Geforce Rtx 3070 Ti) G733Zw-Ll139Ws Gaming Laptop  (17.3 Inch, Off Black, 2.90 Kg, With Ms Office)",2349.9,Intel,Core I9,32.0,1024.0,Nvidia Geforce Rtx 3070 Ti,43.94 cm (17.3 inch),2560 x 1440 Pixel,90 WHrs Li-ion Battery,5.0,This laptop has the following features: 90 whrs li-ion battery. Users find it reliable and suitable for its intended purpose.
"Asus Rog Strix Scar 15 Core I9 12Th Gen - (32 Gb/1 Tb Ssd/Windows 11 Home/8 Gb Graphics/Nvidia Geforce Rtx 3070 Ti) G533Zw-Ln136Ws Gaming Laptop  (15.6 Inch, Off Black, 2.30 Kg, With Ms Office)",2299.9,Intel,Core I9,32.0,1024.0,Nvidia Geforce Rtx 3070 Ti,39.62 cm (15.6 inch),2560 x 1440 Pixel,90 WHrs Li-ion Battery,4.3,This laptop has the following features: 90 whrs li-ion battery. Users find it reliable and suitable for its intended purpose.
"Hp Victus Ryzen 7 Octa Core 5800H - (16 Gb/512 Gb Ssd/Windows 11 Home/4 Gb Graphics/Nvidia Geforce Rtx 3050) 16-E0351Ax Gaming Laptop  (16.1 Inch, Mica Silver, 2.48 Kg, With Ms Office)",1040.91,Amd,Ryzen 7 Octa Core,16.0,512.0,Nvidia Geforce Rtx 3050,40.89 cm (16.1 inch),1920 x 1080 PIxel,70 Wh Li-ion polymer,4.3,This laptop has the following features: 70 wh li-ion polymer. Users find it reliable and suitable for its intended purpose.
"Lenovo Ideapad Gaming 3I Ryzen 7 Octa Core R7-5800H 5Th Gen - (16 Gb/512 Gb Ssd/Windows 11 Home/4 Gb Graphics/Nvidia Geforce Rtx 3050) 15Ach6 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25 Kg, With Ms Office)",877.17,Amd,Ryzen 7 Octa Core,16.0,512.0,Nvidia Geforce Rtx 3050,39.62 cm (15.6 inch),1920 x 1080 pixel,"512GB SSD to store all your files, Windows 11 Home software for easy to understand performance, 39.6 cm (15.6"") FHD Display to get definitive visuals, 16GB DDR4 3200 MHz RAM for smooth utilizing experience, Ryzen 7 5800H Processor for quick performance",4.3,"This laptop has the following features: 512gb ssd to store all your files, windows 11 home software for easy to understand performance, 39.6 cm (15.6"") fhd display to get definitive visuals, 16gb ddr4 3200 mhz ram for smooth utilizing experience, ryzen 7 5800h processor for quick performance. Users find it reliable and suitable for its intended purpose."
"Lenovo Yoga Slim 7 Core I5 11Th Gen - (16 Gb/512 Gb Ssd/Windows 11 Home) 82A300Mbin Thin And Light Laptop  (14 Inch, Slate Grey, With Ms Office)",759.9,Intel,Core I5,16.0,512.0,Intel Integrated Intel,35.56 cm (14 inch),1080 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lenovo Yoga Slim 7 Core I7 11Th Gen - (16 Gb/512 Gb Ssd/Windows 11 Home) 14Itl05 Thin And Light Laptop  (14 Inch, Slate Grey, 1.36 Kg, With Ms Office)",783.95,Intel,Core I7,16.0,512.0,Intel Integrated Iris Xe Graphics,35.56 cm (14 inch),1920 x 1080 pixel,"Processor: 11th Gen Intel Core i5-1135G7 | Speed: 2.4 GHz (Base) - 4.2 GHz (Max) | 4 Cores | 8MB Cache, Display: 14"" FHD (1920x1080)| IPS Technology | 300Nits Brightness |100% sRGB, Memory and Storage: 16GB RAM DDR4-3200 | 512GB SSD, Windows 11 Home 64, English, Pre-Installed: MS Office Home and Student 2019",4.3,"This laptop has the following features: processor: 11th gen intel core i5-1135g7 | speed: 2.4 ghz (base) - 4.2 ghz (max) | 4 cores | 8mb cache, display: 14"" fhd (1920x1080)| ips technology | 300nits brightness |100% srgb, memory and storage: 16gb ram ddr4-3200 | 512gb ssd, windows 11 home 64, english, pre-installed: ms office home and student 2019. Users find it reliable and suitable for its intended purpose."
"Lenovo Lenovo V15 Celeron Dual Core - (4 Gb/256 Gb Ssd/Windows 10) 82C30053Ih Thin And Light Laptop  (15.6 Inch, Iron Grey)",292.9,Intel,Celeron Dual Core,4.0,256.0,Intel Integrated Intel Hd,39.62 cm (15.6 inch),1080 pixel,No additional features provided.,3.0,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lenovo Yoga 6 Ryzen 7 Octa Core R7-5700U 5Th Gen - (16 Gb/1 Tb Ssd/Windows 11 Home) 13Alc6 2 In 1 Laptop  (13.3 Inch, Abyss Blue, 1.31 Kg, With Ms Office)",913.08,Amd,Ryzen 7 Octa Core,16.0,1024.0,Amd Radeon Integrated Amd Radeon Graphics,33.78 cm (13.3 inch),1920 x 1080 pixel,"Processor: 5th Gen AMD Ryzen 7 - 5700U | Speed: 1.8 GHz (Base) - 4.3 GHz (Max) | 8 Cores | 8MB Cache, Display: 13"" FHD (1920x1080)| IPS Technology | 300Nits Glossy | Touch Screen, Memory and Storage: 16GB RAM DDR4-3200 | 1TB SSD, Windows 11 Home 64, English, Pre-Installed: MS Office Home and Student 2019",4.3,"This laptop has the following features: processor: 5th gen amd ryzen 7 - 5700u | speed: 1.8 ghz (base) - 4.3 ghz (max) | 8 cores | 8mb cache, display: 13"" fhd (1920x1080)| ips technology | 300nits glossy | touch screen, memory and storage: 16gb ram ddr4-3200 | 1tb ssd, windows 11 home 64, english, pre-installed: ms office home and student 2019. Users find it reliable and suitable for its intended purpose."
"Asus Tuf Gaming F15 Core I5 10Th Gen - (8 Gb/1 Tb Ssd/Windows 11 Home/4 Gb Graphics/Nvidia Geforce Gtx 1650/144 Hz) Fx506Lh-Hn310W Gaming Laptop  (15.6 Inch, Black, 2.30 Kg)",649.9,Intel,Core I5,8.0,1024.0,Nvidia Geforce Gtx 1650,39.62 cm (15.6 inch),1920 x 1080$$Pixels pixel,No additional features provided.,4.7,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Inspiron Pentium Silver - (8 Gb/256 Gb Ssd/Windows 11 Home) Inspiron 3521 Notebook  (15.6 Inch, Carbon Black, 1.61 Kg, With Ms Office)",329.99,Intel,Pentium Silver,8.0,256.0,Intel Integrated Uhd Graphics,39.62 cm (15.6 Inch),1920 x 1080 Pixels,No additional features provided.,4.0,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Inspiron Athlon Dual Core 3050U - (8 Gb/256 Gb Ssd/Windows 11 Home) Inspiron 3525 Notebook  (15.6 Inch, Carbon Black, 1.68 Kg, With Ms Office)",309.9,Amd,Athlon Dual Core,8.0,256.0,Amd Radeon Radeon Graphics,39.62 cm (15.6 Inch),1920 x 1080 Pixels,No additional features provided.,4.2,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Core I5 11Th Gen - (16 Gb/512 Gb Ssd/Windows 11 Home) Xps 9305 Thin And Light Laptop  (13.4 Inch, Platinum Silver, 1.16 Kg, With Ms Office)",1496.45,Intel,Core I5,16.0,512.0,Intel Integrated Iris Xe,34.04 cm (13.4 inch),1920 x 1080 Pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lenovo Yoga 7I Ryzen 7 Octa Core R7-5800U 5Th Gen - (16 Gb/512 Gb Ssd/Windows 10 Home) 14Itl5 2 In 1 Laptop  (14 Inch, Slate Grey, 1.43 Kg, With Ms Office)",992.19,Amd,Ryzen 7 Octa Core,16.0,512.0,Amd Radeon Integrated Amd Radeon Graphics,35.56 cm (14 inch),1920 x 1080$$Pixels pixel,"Free upgrade to Windows 11 when available* Disclaimer-*The Windows 11 upgrade will be delivered late 2021 into 2022. Specific timing varies by device. Certain features require specific hardware., Processor: 5th Gen AMD Ryzen 7 - 5800U | Speed: 1.9 GHz (Base) - 4.4 GHz (Max) | 8 Cores | 16 Threads | 4MB L2/16MB L3 Cache, OS: Pre-Loaded Windows 10 Home with Lifetime Validity, FREE Upgrade to Windows 11* (when available), Pre-Installed: MS Office Home and Student 2019, Memory and Storage: 16GB RAM DDR4-3200 | 512 GB SSD, Graphics: Integrated AMD Radeon Graphics, Display: 14"" Full HD (1920x1080) | Brightness: 300 nits | IPS Technology | 72% NTSC | Touchscreen",4.3,"This laptop has the following features: free upgrade to windows 11 when available* disclaimer-*the windows 11 upgrade will be delivered late 2021 into 2022. specific timing varies by device. certain features require specific hardware., processor: 5th gen amd ryzen 7 - 5800u | speed: 1.9 ghz (base) - 4.4 ghz (max) | 8 cores | 16 threads | 4mb l2/16mb l3 cache, os: pre-loaded windows 10 home with lifetime validity, free upgrade to windows 11* (when available), pre-installed: ms office home and student 2019, memory and storage: 16gb ram ddr4-3200 | 512 gb ssd, graphics: integrated amd radeon graphics, display: 14"" full hd (1920x1080) | brightness: 300 nits | ips technology | 72% ntsc | touchscreen. Users find it reliable and suitable for its intended purpose."
"Asus Ryzen 7 Dual Core 7Th Gen - (16 Gb/512 Gb Hdd/512 Gb Ssd/Windows 11 Home/4 Gb Graphics/Nvidia Geforce Rtx3050- 4Gb) Fa506Ic-Hn075W Gaming Laptop  (15.6 Inch, Black)",829.8,Amd,Ryzen 7 Dual Core,16.0,512.0,Nvidia Geforce Rtx3050- 4Gb,39.62 cm (15.6 inch),1080 x 1920$$Pixels pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Asus Ryzen 3 Quad Core 3Rd Gen - (8 Gb/256 Gb Ssd/Windows 11 Home) M515Da-Br322Ws Laptop  (15.6 Inch, Silver, With Ms Office)",369.49,Amd,Ryzen 3 Quad Core,8.0,256.0,Amd Radeon Amd Redeon,39.62 cm (15.6 inch),1080 x 1920$$Pixels pixel,No additional features provided.,4.7,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Asus Rog Flow X13 (2021) Ryzen 9 Octa Core Ryzen 9 5900Hs 5Th Gen - (32 Gb/1 Tb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Gtx 1650/120 Hz) Gv301Qh-K6461Ts 2 In 1 Gaming Laptop  (13.4 Inch, Black, 1.3 Kg, With Ms Office)",1299.9,Amd,Ryzen 9 Octa Core,32.0,1024.0,Nvidia Geforce Gtx 1650,34.04 cm (13.4 Inch),1920 x 1200 Pixel,"Viewing Angle (89/89/89/89), 62 WHrs Li-ion Battery, BIOS Administrator Password and User Password Protection",4.3,"This laptop has the following features: viewing angle (89/89/89/89), 62 whrs li-ion battery, bios administrator password and user password protection. Users find it reliable and suitable for its intended purpose."
